Capture-Date,Name,Record,Height,Weight(lbs),Reach,Stance,DOB,Sig. Strikes Landed,Sig. Strikes Accuracy,Sig. Strikes Absorbed,Sig. Strike Defence,Take Down Averge,Take Down Accuracy,Take Down Defense,Submission Averge,
2020-06-25 23:41:23.601358,Wilson Reis,23-10-0,5-4,125,65,Southpaw,Jan 06 1985,1.83,29%,3.04,55%,5.15,42%,47%,0.6,
2020-06-25 23:41:23.910569,Ben Reiter,17-2-1,6-3,185,,,Jun 27 1987,1.80,46%,1.53,54%,7.00,43%,0%,0.0,
2020-06-25 23:41:24.161186,Goran Reljic,15-8-0,6-3,205,81,Southpaw,Mar 20 1984,1.69,37%,2.69,59%,1.69,50%,33%,1.1,
2020-06-25 23:41:24.442686,Leigh Remedios,18-10-2,5-7,155,,Orthodox,Jan 13 1976,0.75,41%,1.36,68%,0.00,0%,33%,0.0,
2020-06-25 23:41:24.670747,Chance Rencountre,14-4-0,6-2,170,75,Southpaw,Dec 31 1986,1.10,20%,3.62,49%,1.35,26%,16%,0.3,
2020-06-25 23:41:24.943542,Marion Reneau,9-6-1,5-6,135,68,Orthodox,Jun 20 1977,3.42,41%,3.37,60%,0.52,71%,51%,0.9,
2020-06-25 23:41:25.337092,John Renken,18-28-4 (1 NC),6-0,190,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:25.603118,Herman Renting,1-3-0,6-0,215,,Switch,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:25.816867,Marco Polo Reyes,8-7-0,5-11,155,71,Orthodox,Nov 07 1984,6.00,37%,5.52,59%,0.00,0%,46%,0.0,
2020-06-25 23:41:26.104014,Dominick Reyes,12-1-0,6-4,205,77,Southpaw,Dec 26 1989,4.88,49%,3.00,48%,0.24,16%,82%,0.2,
2020-06-25 23:41:26.410199,Alex Reyes,13-3-0,5-11,170,73,Orthodox,Oct 02 1986,4.56,46%,8.35,38%,0.00,0%,0%,0.0,
2020-06-25 23:41:26.656044,Victor Reyna,10-4-0 (1 NC),5-11,170,73,Southpaw,Aug 05 1986,5.93,66%,4.07,40%,0.00,0%,100%,0.0,
2020-06-25 23:41:26.882654,Gaston Reyno,6-2-0 (2 NC),6-0,145,,,Nov 11 1986,7.79,62%,3.90,44%,0.00,0%,0%,11.7,
2020-06-25 23:41:27.138758,Johnny Rhodes,2-1-0,6-0,210,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:27.372730,Mike Rhodes,10-5-0,6-1,170,74,Orthodox,Dec 04 1989,3.20,39%,4.13,64%,0.96,33%,75%,0.5,
2020-06-25 23:41:27.664276,Lucrezia Ria,8-2-0,5-6,125,,Orthodox,Jun 24 1992,4.07,46%,4.40,45%,1.00,33%,0%,0.0,
2020-06-25 23:41:27.915751,Amanda Ribas,9-1-0,5-3,115,66,Orthodox,Aug 26 1993,4.84,44%,1.70,74%,2.02,50%,85%,1.6,
2020-06-25 23:41:28.215688,Vitor Ribeiro,20-5-0,5-8,154,,Orthodox,Feb 24 1979,1.00,28%,1.95,48%,1.58,26%,100%,1.2,
2020-06-25 23:41:28.500707,Will Ribeiro,10-2-0,5-8,135,,Orthodox,Feb 17 1983,1.83,28%,1.64,74%,1.15,100%,50%,2.9,
2020-06-25 23:41:28.775997,Mike Ricci,11-5-0,6-0,155,76,Southpaw,Mar 18 1986,1.80,32%,1.64,65%,0.67,100%,54%,0.0,
2020-06-25 23:41:29.063054,Alex Ricci,10-5-0,5-11,155,,Orthodox,Jul 21 1982,2.48,41%,2.53,64%,0.00,0%,64%,0.0,
2020-06-25 23:41:29.332746,Matt Ricehouse,6-1-0,,155,,,Mar 11 1987,3.70,44%,4.80,47%,1.00,22%,81%,0.0,
2020-06-25 23:41:29.587160,John Richard,3-5-1,,205,,,May 22 1982,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:29.862786,Rex Richards,7-2-0,6-5,265,,,,17.65,58%,5.29,72%,0.00,0%,0%,0.0,
2020-06-25 23:41:30.139497,Mike Richman,18-7-0,5-8,135,,,Jun 23 1985,4.06,44%,3.49,43%,0.00,0%,76%,0.0,
2020-06-25 23:41:30.410880,Dave Rickels,18-4-0 (2 NC),5-11,155,,,Jan 05 1989,4.29,59%,5.53,42%,0.00,0%,25%,0.0,
2020-06-25 23:41:30.668469,Brad Riddell,8-1-0,5-7,155,71,Orthodox,Sep 30 1991,4.30,57%,2.13,54%,1.00,100%,57%,0.0,
2020-06-25 23:41:30.925718,Matthew Riddle,8-3-0 (2 NC),6-1,170,76,Southpaw,Jan 14 1986,3.01,42%,2.74,54%,3.51,50%,89%,0.5,
2020-06-25 23:41:31.264118,Joe Riggs,44-17-0 (1 NC),6-0,185,70,Southpaw,Sep 23 1982,2.41,51%,1.69,57%,2.45,55%,62%,0.6,
2020-06-25 23:41:31.628364,Jeremiah Riggs,7-8-0,6-0,185,,,Dec 17 1982,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:31.879880,Aaron Riley,30-14-1,5-8,155,69,Southpaw,Dec 09 1980,3.45,34%,3.78,61%,1.18,34%,60%,0.1,
2020-06-25 23:41:32.150554,Jason Riley,10-7-0,6-6,245,,,Sep 22 1975,0.00,0%,9.68,33%,0.00,0%,50%,0.0,
2020-06-25 23:41:32.383108,Moise Rimbon,23-11-3,5-10,205,,Orthodox,Apr 20 1977,0.80,34%,1.00,71%,1.00,50%,37%,0.0,
2020-06-25 23:41:32.604379,Jordan Rinaldi,14-7-0,5-10,145,72,Orthodox,Sep 25 1987,1.56,35%,2.32,59%,1.45,35%,20%,1.2,
2020-06-25 23:41:32.842222,Nick Ring,14-4-0,6-0,185,74,Southpaw,Feb 10 1979,3.52,42%,3.48,62%,1.36,36%,52%,0.3,
2020-06-25 23:41:33.108657,Mike Rio,10-5-0,5-10,155,70,Orthodox,Jul 06 1981,1.68,39%,2.99,53%,2.58,27%,0%,1.0,
2020-06-25 23:41:33.446137,Albert Rios,13-6-0,5-8,145,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:33.709348,Rafael Rios,4-2-0,,150,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:33.969066,Maria Rios,2-3-0,5-5,125,,,May 31 1983,2.93,34%,4.13,56%,2.00,50%,100%,0.0,
2020-06-25 23:41:34.189274,Shannon Ritch,56-83-0 (4 NC),5-9,190,,Orthodox,Sep 27 1970,1.00,100%,6.00,50%,0.00,0%,0%,0.0,
2020-06-25 23:41:34.425123,Diego Rivas,10-2-0,5-8,145,69,Orthodox,Nov 11 1991,1.37,40%,2.14,52%,1.79,60%,64%,0.9,
2020-06-25 23:41:34.713439,Jorge Rivera,20-9-0,6-1,185,73,Orthodox,Feb 28 1972,3.16,48%,2.64,54%,0.84,50%,63%,0.1,
2020-06-25 23:41:35.067566,Dante Rivera,16-7-0,6-1,185,,Southpaw,Dec 08 1974,2.27,53%,4.00,25%,0.00,0%,16%,0.0,
2020-06-25 23:41:35.360236,Mario Rivera,6-8-0,5-10,170,,,,0.00,0%,8.41,20%,0.00,0%,0%,0.0,
2020-06-25 23:41:35.675379,Francisco Rivera,11-7-0 (1 NC),5-8,135,70,Orthodox,Oct 08 1981,4.07,41%,3.16,68%,1.01,63%,68%,0.6,
2020-06-25 23:41:36.029138,Jonathan Rivera,4-2-0,,155,,,,4.36,49%,3.90,60%,0.00,0%,0%,0.0,
2020-06-25 23:41:36.289749,Jimmie Rivera,22-4-0,5-4,135,68,Orthodox,Jun 29 1989,4.10,40%,3.88,61%,0.70,23%,95%,0.0,
2020-06-25 23:41:36.613593,Irwin Rivera,9-5-0,5-6,145,,Southpaw,Feb 14 1989,2.27,36%,4.07,54%,0.00,0%,0%,0.0,
2020-06-25 23:41:36.846093,Nicdali Rivera-Calanoc,9-10-0,5-3,105,,,Jun 12 1985,1.82,20%,2.42,78%,0.00,0%,0%,0.0,
2020-06-25 23:41:37.103331,Pedro Rizzo,20-11-0,6-1,241,,Orthodox,May 03 1974,1.93,34%,3.02,50%,0.26,28%,78%,0.0,
2020-06-25 23:41:37.522333,Justin Robbins,14-18-1,5-5,135,,,Jul 29 1980,0.67,37%,3.20,47%,0.00,0%,0%,0.0,
2020-06-25 23:41:37.773384,Kali Robbins,6-3-0,5-3,115,63,Orthodox,Jul 05 1984,3.73,46%,9.40,44%,2.00,33%,0%,0.0,
2020-06-25 23:41:38.010287,Karl Roberson,9-3-0,6-1,185,74,Southpaw,Oct 04 1990,3.00,51%,2.42,57%,0.99,57%,50%,0.8,
2020-06-25 23:41:38.284728,Andre Roberts,14-2-1,6-2,345,,Orthodox,Feb 24 1965,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:38.519992,David Roberts,5-8-0,6-1,170,,Orthodox,Nov 15 1975,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:38.750039,Joey Roberts,4-3-0,6-2,200,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:39.037882,Tyrone Roberts,43-12-1,5-9,185,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:39.283079,Ryan Roberts,21-12-1 (1 NC),5-6,155,,Orthodox,Jul 16 1978,0.00,0%,22.50,45%,0.00,0%,0%,0.0,
2020-06-25 23:41:39.517804,Taylor Roberts,3-12-0,5-11,170,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:39.770883,Daniel Roberts,15-7-0,5-10,170,74,Southpaw,Aug 05 1980,0.73,20%,2.27,46%,2.46,44%,40%,2.5,
2020-06-25 23:41:40.049484,Buddy Roberts,12-3-0,6-2,185,,Orthodox,Oct 17 1982,2.17,34%,2.08,70%,0.00,0%,76%,0.7,
2020-06-25 23:41:40.324265,Danny Roberts,17-5-0,6-1,170,74,Southpaw,Jul 14 1987,3.41,44%,3.08,55%,0.18,6%,53%,0.4,
2020-06-25 23:41:40.641481,Roosevelt Roberts,10-2-0,6-2,155,73,Orthodox,Feb 11 1994,3.02,49%,2.21,53%,1.77,57%,58%,1.1,
2020-06-25 23:41:40.930589,Kenny Robertson,15-5-0,5-10,170,74,Orthodox,Feb 14 1984,3.72,47%,3.02,52%,1.37,26%,57%,0.8,
2020-06-25 23:41:41.269653,Gillian Robertson,8-4-0,5-5,125,63,Orthodox,May 17 1995,1.96,48%,2.38,55%,3.33,52%,0%,1.2,
2020-06-25 23:41:41.528093,Chad Robichaux,13-2-0,5-4,135,,,Aug 18 1975,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:41.767980,Mark Robinson,1-0-0 (1 NC),6-0,265,,Orthodox,,0.00,0%,5.80,13%,0.00,0%,0%,0.0,
2020-06-25 23:41:42.009992,Colin Robinson,10-12-0,6-4,243,,Orthodox,Nov 27 1968,6.19,69%,7.91,37%,2.58,100%,50%,5.2,
2020-06-25 23:41:42.295925,Alvin Robinson,15-9-0,5-9,155,68,Southpaw,Jul 16 1982,1.57,50%,1.29,51%,1.24,50%,25%,1.2,
2020-06-25 23:41:42.540604,Vagner Rocha,14-4-0,5-10,155,73,Orthodox,Jun 06 1982,2.64,42%,4.50,48%,1.40,33%,50%,1.9,
2020-06-25 23:41:42.821823,Carlos Eduardo Rocha,9-4-0,5-10,170,73,Orthodox,Jul 12 1981,1.24,34%,1.85,55%,0.00,0%,52%,1.4,
2020-06-25 23:41:43.116065,Keith Rockel,12-4-1,6-0,185,,Orthodox,,1.13,73%,0.21,66%,4.63,75%,100%,4.6,
2020-06-25 23:41:43.390059,Luke Rockhold,16-5-0,6-3,205,77,Southpaw,Oct 17 1984,4.18,48%,2.43,56%,0.67,30%,68%,1.1,
2020-06-25 23:41:43.749199,Kevin Roddy,15-16-1 (1 NC),5-11,145,,,,2.64,30%,2.38,60%,0.00,0%,50%,0.0,
2020-06-25 23:41:43.959784,Bruno Rodrigues,7-2-0,5-6,135,,,Jun 28 1991,2.01,34%,3.42,40%,0.00,0%,25%,0.0,
2020-06-25 23:41:44.218169,Paul Rodriguez,10-9-2,5-7,155,,Orthodox,,0.84,100%,1.68,68%,0.00,0%,50%,0.0,
2020-06-25 23:41:44.469276,Ricco Rodriguez,53-25-0 (1 NC),6-4,265,,Orthodox,Aug 19 1977,1.85,51%,1.15,61%,2.30,39%,40%,1.0,
2020-06-25 23:41:44.797842,Manuel Rodriguez,11-5-0,5-9,170,,Orthodox,Apr 25 1985,0.81,33%,3.23,38%,9.09,75%,0%,0.0,
2020-06-25 23:41:45.025426,Yair Rodriguez,13-2-0 (1 NC),5-11,145,71,Orthodox,Oct 06 1992,4.33,45%,3.13,57%,0.90,29%,63%,0.9,
2020-06-25 23:41:45.328176,Mike Rodriguez,10-4-0 (1 NC),6-4,205,82,Southpaw,Nov 28 1988,4.30,52%,3.42,45%,0.00,0%,38%,0.0,
2020-06-25 23:41:45.578272,Marina Rodriguez,12-0-2,5-6,115,65,Orthodox,Apr 29 1987,5.60,50%,3.57,53%,0.48,33%,70%,0.2,
2020-06-25 23:41:45.834834,Daniel Rodriguez,12-1-0,6-1,170,74,Southpaw,Dec 31 1986,8.60,48%,6.81,55%,1.94,83%,66%,0.4,
2020-06-25 23:41:46.067483,Ray Rodriguez,15-6-0,5-7,135,69,Orthodox,Dec 10 1987,1.22,33%,5.95,40%,1.22,33%,40%,0.0,
2020-06-25 23:41:46.293291,Nick Roehrick,7-1-0,6-2,205,,Orthodox,Jul 06 1987,2.31,17%,6.92,44%,0.00,0%,0%,0.0,
2020-06-25 23:41:46.541111,Marcos Rogerio de Lima,17-7-1,6-1,253,75,Orthodox,Jun 25 1985,3.78,54%,2.63,54%,0.76,60%,36%,0.8,
2020-06-25 23:41:46.912854,Brett Rogers,17-10-0 (1 NC),6-5,265,81,Orthodox,Feb 17 1981,3.17,44%,3.20,46%,0.00,0%,58%,0.0,
2020-06-25 23:41:47.217262,Brian Rogers,14-9-0,5-11,185,,,Feb 15 1984,4.79,38%,5.76,58%,1.22,50%,100%,0.6,
2020-06-25 23:41:47.449517,Pete Rogers Jr.,2-4-0,6-0,145,,,,0.66,15%,1.71,65%,0.00,0%,0%,0.0,
2020-06-25 23:41:47.656812,Max Rohskopf,5-1-0,6-1,155,71,Orthodox,Sep 27 1994,1.70,31%,5.80,42%,3.00,33%,0%,1.5,
2020-06-25 23:41:47.934430,Shane Roller,11-7-0,5-10,155,72,Orthodox,Jul 14 1979,2.04,34%,2.65,60%,2.46,33%,42%,1.9,
2020-06-25 23:41:48.291887,Jared Rollins,8-4-0,5-9,170,,Orthodox,Jan 26 1977,3.33,57%,2.41,39%,2.50,50%,50%,1.2,
2020-06-25 23:41:48.526002,Tim Roman,3-4-0,6-1,170,,,Jun 08 1985,0.60,40%,2.40,40%,1.00,100%,16%,0.0,
2020-06-25 23:41:48.767480,Alexander Romanov,11-0-0,6-0,265,,,Dec 11 1990,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:48.989145,Ricardo Romero,11-3-0,6-0,205,76,Orthodox,Apr 15 1978,2.17,55%,4.77,46%,1.63,10%,100%,3.3,
2020-06-25 23:41:49.258044,Yoel Romero,13-5-0,6-0,185,73,Southpaw,Apr 30 1977,3.44,49%,3.05,60%,1.57,30%,78%,0.0,
2020-06-25 23:41:49.646802,Mara Romero Borella,12-8-0 (2 NC),5-6,125,69,Orthodox,Jun 03 1986,2.54,37%,2.54,71%,1.66,43%,66%,0.2,
2020-06-25 23:41:49.946812,Jesse Ronson,20-8-0,5-10,155,72,Southpaw,Dec 24 1985,3.09,46%,2.73,59%,0.67,40%,61%,0.3,
2020-06-25 23:41:50.221415,George Roop,15-13-1,6-1,135,72,Orthodox,Nov 10 1981,3.43,34%,2.47,60%,1.05,57%,59%,0.1,
2020-06-25 23:41:50.580062,Joao Roque,7-2-4,5-6,155,,Orthodox,Jul 22 1971,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:50.862495,Aaron Rosa,18-6-0,6-4,205,77,Orthodox,May 28 1983,4.03,47%,4.41,45%,0.36,33%,85%,0.4,
2020-06-25 23:41:51.137765,Charles Rosa,13-4-0,5-9,145,69,Switch,Aug 24 1986,3.41,37%,3.90,49%,2.01,33%,45%,0.9,
2020-06-25 23:41:51.446839,Karol Rosa,12-3-0,5-5,135,67,Orthodox,Dec 30 1994,11.40,48%,11.00,43%,0.00,0%,100%,0.0,
2020-06-25 23:41:51.755231,Jacob Rosales,10-5-0,5-11,155,,Orthodox,Jul 28 1995,6.76,49%,12.00,41%,0.00,0%,50%,1.3,
2020-06-25 23:41:52.013305,Jake Rosholt,12-5-0 (1 NC),6-1,185,,Orthodox,Feb 09 1982,2.68,53%,2.33,49%,6.51,68%,0%,1.8,
2020-06-25 23:41:52.258367,Jared Rosholt,14-4-0,6-2,265,75,Orthodox,Aug 04 1986,2.08,46%,1.52,59%,1.83,41%,66%,0.1,
2020-06-25 23:41:52.538354,Kevin Rosier,2-6-0,6-4,275,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:52.816853,Zach Rosol,3-2-0,,243,,,,0.00,0%,14.21,25%,0.00,0%,0%,0.0,
2020-06-25 23:41:53.038523,Nick Rossborough,26-19-1,6-5,205,,,Nov 18 1981,2.80,35%,4.33,35%,0.00,0%,100%,0.0,
2020-06-25 23:41:53.280909,Kristian Rothaermel,4-3-0,6-0,205,,Open Stance,Jan 31 1972,0.75,50%,2.49,41%,0.00,0%,0%,0.0,
2020-06-25 23:41:53.534907,Ben Rothwell,38-12-0,6-4,265,78,Orthodox,Oct 17 1981,3.37,43%,4.44,46%,0.68,33%,69%,0.3,
2020-06-25 23:41:53.929375,Rick Roufus,4-6-0,6-0,207,,Southpaw,,0.53,33%,1.06,33%,0.00,0%,50%,0.0,
2020-06-25 23:41:54.197290,Khalil Rountree Jr.,9-4-0 (1 NC),6-1,205,76,Southpaw,Feb 26 1990,3.01,40%,2.85,47%,0.00,0%,46%,0.2,
2020-06-25 23:41:54.469233,Ronda Rousey,12-2-0,5-7,135,66,Orthodox,Feb 01 1987,4.17,52%,4.14,44%,6.26,68%,50%,4.8,
2020-06-25 23:41:54.787979,Ray Routh,2-1-0,5-8,185,,Orthodox,,0.54,21%,3.22,28%,2.69,33%,0%,0.0,
2020-06-25 23:41:55.068716,Roberta Rovel,4-1-0,5-8,145,,,,0.87,46%,3.00,26%,0.00,0%,100%,0.0,
2020-06-25 23:41:55.302296,Philip Rowe,6-2-0,6-3,170,80,Orthodox,Jul 18 1990,8.18,67%,6.33,47%,0.00,0%,50%,0.0,
2020-06-25 23:41:55.530375,Kain Royer,2-2-0,,185,,,,0.00,0%,1.63,14%,0.00,0%,0%,4.1,
2020-06-25 23:41:55.765061,Brad Royster,1-2-0,,135,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:56.011566,Brandon Royval,11-4-0,5-9,125,68,Southpaw,Aug 16 1992,1.93,48%,2.05,46%,1.81,100%,60%,3.6,
2020-06-25 23:41:56.271856,Jairzinho Rozenstruik,10-1-0,6-4,242,78,Orthodox,Mar 17 1988,3.84,48%,3.21,34%,0.00,0%,75%,0.0,
2020-06-25 23:41:56.581347,Mauricio Rua,26-11-1,6-1,205,76,Orthodox,Nov 25 1981,3.63,50%,2.68,55%,2.17,48%,47%,0.8,
2020-06-25 23:41:57.134460,Murilo Rua,20-13-1,5-11,185,,Orthodox,May 22 1980,2.48,45%,1.85,53%,1.97,45%,37%,1.2,
2020-06-25 23:41:57.510049,Marco Ruas,9-4-2,6-1,210,,Orthodox,Jan 23 1961,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:41:57.781983,Rodrigo Ruas,4-5-1 (1 NC),5-10,185,,Orthodox,Oct 06 1977,1.28,35%,7.00,41%,0.00,0%,0%,0.0,
2020-06-25 23:41:58.045456,Rodolfo Rubio Perez,10-16-1,5-5,145,,Orthodox,Jan 29 1987,1.13,36%,1.00,62%,2.00,33%,33%,0.0,
2020-06-25 23:41:58.330481,Gabe Ruediger,18-8-0,5-10,155,,Orthodox,Aug 29 1977,1.70,31%,5.16,41%,2.04,11%,28%,0.0,
2020-06-25 23:41:58.607965,Eddie Ruiz,1-1-0,5-7,155,,Orthodox,Jun 10 1967,0.20,25%,1.40,47%,2.00,12%,0%,0.0,
2020-06-25 23:41:58.857218,Anthony Ruiz,33-22-0,6-2,205,,Orthodox,Nov 03 1977,2.56,64%,1.67,28%,1.43,31%,21%,0.0,
2020-06-25 23:41:59.166315,Paul Ruiz,7-4-0,5-6,135,,,Jun 23 1987,1.40,33%,1.40,75%,0.00,0%,100%,20.9,
2020-06-25 23:41:59.402946,Mike Russow,15-3-0 (1 NC),6-1,255,73,Orthodox,Sep 11 1976,1.55,47%,2.90,59%,4.66,43%,0%,0.7,
2020-06-25 23:41:59.675523,Bas Rutten,28-4-1,6-1,205,,Orthodox,Feb 24 1965,5.59,61%,2.06,79%,0.00,0%,0%,0.0,
2020-06-25 23:41:59.927638,Casey Ryan,7-3-0,,185,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:00.238420,Yusup Saadulaev,16-4-1 (1 NC),5-6,135,,,Mar 31 1985,0.57,45%,0.96,66%,5.73,60%,0%,1.0,
2020-06-25 23:42:00.501840,Pete Sabala,3-15-0,,135,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:00.747307,Amir Sadollah,6-5-0,5-10,170,75,Orthodox,Aug 27 1980,4.71,46%,3.55,60%,0.57,27%,60%,0.3,
2020-06-25 23:42:01.074532,Frankie Saenz,13-6-0,5-6,135,66,Orthodox,Aug 12 1980,3.97,46%,3.15,54%,1.77,32%,62%,0.1,
2020-06-25 23:42:01.382046,Saparbeg Safarov,9-3-0,6-1,205,78,Orthodox,Oct 14 1986,4.03,48%,2.96,47%,2.52,41%,33%,0.0,
2020-06-25 23:42:01.693684,Tarec Saffiedine,16-7-0,5-10,170,70,Switch,Sep 06 1986,4.05,47%,3.06,62%,0.52,36%,84%,0.1,
2020-06-25 23:42:02.065540,Jason Saggo,12-4-0,5-11,155,71,Orthodox,Nov 23 1985,2.50,39%,2.94,52%,2.33,40%,23%,0.0,
2020-06-25 23:42:02.458975,Ovince Saint Preux,24-14-0,6-3,230,80,Southpaw,Apr 08 1983,2.60,46%,2.91,45%,1.27,40%,65%,0.6,
2020-06-25 23:42:02.935847,Lukasz Sajewski,13-3-0,5-8,155,71,Orthodox,Nov 27 1990,2.06,35%,3.88,57%,1.01,25%,66%,0.0,
2020-06-25 23:42:03.202149,Yukio Sakaguchi,6-7-0,5-9,185,,Orthodox,Jul 26 1973,0.30,25%,2.40,50%,4.50,100%,0%,9.0,
2020-06-25 23:42:03.496478,Augusto Sakai,15-1-1,6-3,265,77,Orthodox,May 09 1991,5.45,46%,3.89,55%,0.19,50%,83%,0.0,
2020-06-25 23:42:03.748423,Alessio Sakara,19-11-0 (2 NC),6-0,185,72,Orthodox,Sep 02 1981,3.96,47%,2.80,59%,2.18,78%,62%,0.0,
2020-06-25 23:42:04.100705,Wataru Sakata,11-14-0,5-9,195,,Southpaw,Mar 11 1973,1.11,61%,2.08,31%,0.00,0%,0%,0.0,
2020-06-25 23:42:04.379583,Gokhan Saki,1-2-0,6-0,205,73,Orthodox,Oct 19 1983,7.09,58%,4.57,53%,0.00,0%,100%,0.0,
2020-06-25 23:42:04.690895,Kazushi Sakuraba,26-17-1 (2 NC),6-0,185,,Southpaw,Jul 14 1969,1.26,41%,2.03,51%,1.26,31%,48%,1.7,
2020-06-25 23:42:05.205774,Hayato Sakurai,38-13-2,5-7,168,,Orthodox,Aug 24 1975,2.45,49%,1.94,59%,1.87,69%,56%,0.3,
2020-06-25 23:42:05.669606,Ryuta Sakurai,24-24-6,5-7,183,,Orthodox,,1.80,48%,3.44,58%,0.52,100%,36%,1.6,
2020-06-25 23:42:05.918346,Justin Salas,12-7-0,5-8,155,70,Southpaw,Mar 13 1982,3.42,43%,2.96,68%,2.43,20%,0%,0.0,
2020-06-25 23:42:06.230197,Ivan Salaverry,14-9-0,6-0,185,,Orthodox,Jan 11 1971,3.01,47%,1.19,76%,0.49,18%,36%,2.5,
2020-06-25 23:42:06.523230,Roman Salazar,10-6-0 (1 NC),5-7,135,,Orthodox,Feb 21 1988,1.95,39%,2.89,57%,1.77,18%,50%,0.0,
2020-06-25 23:42:06.789867,John Salgado,4-8-1,5-10,170,,,,0.99,50%,1.86,40%,0.00,0%,50%,0.0,
2020-06-25 23:42:07.088422,Muslim Salikhov,16-2-0,5-11,170,70,Orthodox,Jun 09 1984,2.92,46%,1.97,68%,1.22,42%,72%,0.0,
2020-06-25 23:42:07.351313,Gabriel Salinas-Jones,5-2-1,6-1,245,,,Nov 20 1984,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:07.596170,Brandon Saling,8-6-0,5-10,170,,,Jan 28 1986,2.88,40%,6.08,20%,0.00,0%,57%,0.0,
2020-06-25 23:42:07.860372,Sean Salmon,18-21-0,5-10,185,,Southpaw,Sep 11 1977,1.49,33%,2.03,65%,4.06,50%,0%,0.0,
2020-06-25 23:42:08.091438,Boston Salmon,6-3-0,5-9,135,69,Southpaw,Nov 20 1990,4.13,37%,7.75,59%,0.00,0%,100%,0.0,
2020-06-25 23:42:08.344909,John Salter,14-3-0,6-1,185,74,Southpaw,Mar 21 1985,1.68,32%,1.68,68%,2.85,46%,66%,0.5,
2020-06-25 23:42:08.646186,Josh Samman,13-4-0,6-3,185,79,Orthodox,Mar 14 1988,2.08,52%,2.47,34%,1.09,33%,33%,0.4,
2020-06-25 23:42:08.938795,Johnny Sampaio,3-1-0,5-8,170,,Orthodox,Sep 11 1975,1.32,40%,2.64,50%,9.89,50%,0%,9.9,
2020-06-25 23:42:09.206091,Josh Sampo,11-5-0,5-4,125,64,Orthodox,Jul 24 1984,1.99,36%,2.96,55%,1.06,33%,40%,2.1,
2020-06-25 23:42:09.516421,Josh San Diego,8-3-0,5-10,135,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:09.740364,Diego Sanchez,31-12-0,5-10,170,72,Southpaw,Dec 31 1981,2.73,38%,2.95,56%,1.57,24%,46%,0.9,
2020-06-25 23:42:10.230373,Eddie Sanchez,15-8-0,6-2,230,74,Orthodox,Nov 04 1982,3.45,43%,3.30,43%,1.13,26%,42%,0.0,
2020-06-25 23:42:10.524463,Julian Sanchez,0-1-0,6-3,300,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:10.787460,Bobby Sanchez,10-35-0,5-7,155,,Orthodox,,0.00,0%,0.00,100%,0.00,0%,100%,0.0,
2020-06-25 23:42:11.030657,Donald Sanchez,31-17-0,5-10,145,,,Aug 18 1984,0.58,50%,1.16,55%,0.00,0%,50%,0.0,
2020-06-25 23:42:11.277268,Joby Sanchez,11-4-0,5-6,135,68,Orthodox,Jun 24 1991,3.22,36%,2.82,63%,0.95,71%,51%,0.4,
2020-06-25 23:42:11.522046,Emmanuel Sanchez,15-3-0,5-9,145,71,,Aug 11 1990,4.45,35%,4.17,55%,0.25,6%,16%,0.5,
2020-06-25 23:42:11.774613,Erick Sanchez,8-3-0,5-10,145,,,Oct 04 1990,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:12.034878,Andrew Sanchez,12-5-0,6-1,185,74,Orthodox,Apr 08 1988,4.49,43%,4.92,50%,2.25,33%,100%,0.0,
